Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
GOLD - COMMODITY EXCHANGE INC.,250311,2025-03-11,088691,CMX ,1,88,511276,296172,60072,76812,84545,349733,457529,486617,53747,24659,511276,296172,60072,76812,84545,349733,457529,486617,53747,24659,0,0,0,0,0,0,0,0,0,0,   22006,   -6960,     201,    5989,   18832,   12905,   17861,   19095,    4145,    2911,100.0,57.9,11.7,15.0,16.5,68.4,89.5,95.2,10.5,4.8,100.0,57.9,11.7,15.0,16.5,68.4,89.5,95.2,10.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,184,53,79,45,53,258,160,303,184,53,79,45,53,258,160,0,0,0,0,0,0,0,0,19.4,30.8,29.3,46.2,16.1,26.4,24.2,39.8,19.4,30.8,29.3,46.2,16.1,26.4,24.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250304,2025-03-04,088691,CMX ,1,88,489270,303132,59871,70823,65713,336828,439668,467522,49602,21748,489270,303132,59871,70823,65713,336828,439668,467522,49602,21748,0,0,0,0,0,0,0,0,0,0,  -22909,  -13816,    4548,   -3809,   -6083,  -23068,  -23708,  -22329,     799,    -580,100.0,62.0,12.2,14.5,13.4,68.8,89.9,95.6,10.1,4.4,100.0,62.0,12.2,14.5,13.4,68.8,89.9,95.6,10.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,179,53,73,44,51,253,149,294,179,53,73,44,51,253,149,0,0,0,0,0,0,0,0,18.6,31.6,29.1,47.1,16.8,28.7,25.6,42.8,18.6,31.6,29.1,47.1,16.8,28.7,25.6,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250225,2025-02-25,088691,CMX ,1,88,512179,316948,55323,74632,71796,359896,463376,489851,48803,22328,512179,316948,55323,74632,71796,359896,463376,489851,48803,22328,0,0,0,0,0,0,0,0,0,0,  -10151,  -17095,  -10046,    9620,    -597,   -8568,   -8072,   -8994,   -2079,   -1157,100.0,61.9,10.8,14.6,14.0,70.3,90.5,95.6,9.5,4.4,100.0,61.9,10.8,14.6,14.0,70.3,90.5,95.6,9.5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,177,61,79,46,51,255,161,303,177,61,79,46,51,255,161,0,0,0,0,0,0,0,0,17.3,30.6,27.8,46.9,16.2,27.6,24.8,41.7,17.3,30.6,27.8,46.9,16.2,27.6,24.8,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250218,2025-02-18,088691,CMX ,1,88,522330,334043,65369,65012,72393,368464,471448,498845,50882,23485,522330,334043,65369,65012,72393,368464,471448,498845,50882,23485,0,0,0,0,0,0,0,0,0,0,   -6389,   -9723,    6107,    2190,    -229,  -14046,   -7762,   -5749,    1373,    -640,100.0,64.0,12.5,12.4,13.9,70.5,90.3,95.5,9.7,4.5,100.0,64.0,12.5,12.4,13.9,70.5,90.3,95.5,9.7,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,177,66,75,47,55,257,166,312,177,66,75,47,55,257,166,0,0,0,0,0,0,0,0,17.1,31.0,27.4,47.9,16.2,28.2,24.7,42.6,17.1,31.0,27.4,47.9,16.2,28.2,24.7,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250211,2025-02-11,088691,CMX ,1,88,528719,343766,59262,62822,72622,382510,479210,504594,49509,24125,528719,343766,59262,62822,72622,382510,479210,504594,49509,24125,0,0,0,0,0,0,0,0,0,0,  -13285,  -12734,    5270,    1218,   -1756,  -20043,  -13272,  -13555,     -13,     270,100.0,65.0,11.2,11.9,13.7,72.3,90.6,95.4,9.4,4.6,100.0,65.0,11.2,11.9,13.7,72.3,90.6,95.4,9.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,177,65,74,42,54,253,161,309,177,65,74,42,54,253,161,0,0,0,0,0,0,0,0,17.7,31.5,27.8,49.7,16.8,28.4,25.4,44.1,17.7,31.5,27.8,49.7,16.8,28.4,25.4,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250204,2025-02-04,088691,CMX ,1,88,542004,356500,53992,61604,74378,402553,492482,518149,49522,23855,542004,356500,53992,61604,74378,402553,492482,518149,49522,23855,0,0,0,0,0,0,0,0,0,0,  -35501,   18129,   15030,  -18272,  -35656,  -31203,  -35799,  -34445,     298,   -1056,100.0,65.8,10.0,11.4,13.7,74.3,90.9,95.6,9.1,4.4,100.0,65.8,10.0,11.4,13.7,74.3,90.9,95.6,9.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,187,59,68,44,54,259,155,314,187,59,68,44,54,259,155,0,0,0,0,0,0,0,0,17.4,35.1,27.2,52.1,16.6,32.4,25.2,46.8,17.4,35.1,27.2,52.1,16.6,32.4,25.2,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250128,2025-01-28,088691,CMX ,1,88,577505,338371,38962,79876,110034,433756,528281,552594,49224,24911,577505,338371,38962,79876,110034,433756,528281,552594,49224,24911,0,0,0,0,0,0,0,0,0,0,    6118,    1082,    2457,   -8468,   14918,   12032,    7532,    6021,   -1414,      97,100.0,58.6,6.7,13.8,19.1,75.1,91.5,95.7,8.5,4.3,100.0,58.6,6.7,13.8,19.1,75.1,91.5,95.7,8.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,178,51,75,41,56,246,156,293,178,51,75,41,56,246,156,0,0,0,0,0,0,0,0,15.8,35.4,25.0,51.2,15.7,32.1,23.4,43.7,15.8,35.4,25.0,51.2,15.7,32.1,23.4,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250121,2025-01-21,088691,CMX ,1,88,571387,337289,36505,88344,95116,421724,520749,546573,50638,24814,571387,337289,36505,88344,95116,421724,520749,546573,50638,24814,0,0,0,0,0,0,0,0,0,0,   44920,   24721,    3300,   14770,    3041,   27197,   42532,   45267,    2388,    -347,100.0,59.0,6.4,15.5,16.6,73.8,91.1,95.7,8.9,4.3,100.0,59.0,6.4,15.5,16.6,73.8,91.1,95.7,8.9,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,182,60,80,42,57,254,168,307,182,60,80,42,57,254,168,0,0,0,0,0,0,0,0,17.0,37.9,26.5,53.1,15.9,34.7,23.3,45.8,17.0,37.9,26.5,53.1,15.9,34.7,23.3,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250114,2025-01-14,088691,CMX ,1,88,526467,312568,33205,73574,92075,394527,478217,501306,48250,25161,526467,312568,33205,73574,92075,394527,478217,501306,48250,25161,0,0,0,0,0,0,0,0,0,0,   49424,   20847,   -3605,   -1500,   29401,   53207,   48748,   48102,     676,    1322,100.0,59.4,6.3,14.0,17.5,74.9,90.8,95.2,9.2,4.8,100.0,59.4,6.3,14.0,17.5,74.9,90.8,95.2,9.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,177,53,78,40,51,241,162,293,177,53,78,40,51,241,162,0,0,0,0,0,0,0,0,17.8,40.2,27.2,54.8,16.8,36.3,24.6,47.9,17.8,40.2,27.2,54.8,16.8,36.3,24.6,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250107,2025-01-07,088691,CMX ,1,88,477043,291721,36810,75074,62674,341320,429469,453204,47574,23839,477043,291721,36810,75074,62674,341320,429469,453204,47574,23839,0,0,0,0,0,0,0,0,0,0,   18459,    8814,    1182,    7153,    2275,    9625,   18242,   17960,     217,     499,100.0,61.2,7.7,15.7,13.1,71.5,90.0,95.0,10.0,5.0,100.0,61.2,7.7,15.7,13.1,71.5,90.0,95.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,177,49,73,36,54,236,157,292,177,49,73,36,54,236,157,0,0,0,0,0,0,0,0,23.6,40.6,32.9,56.9,18.8,37.3,26.0,49.9,23.6,40.6,32.9,56.9,18.8,37.3,26.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
"GOLD -1 TROY OUNCE - COINBASE DERIVATIVES, LLC",251230,2025-12-30,088LM1,FREX,0,88,11050,4000,10241,0,0,0,4000,10241,7050,809,11050,4000,10241,0,0,0,4000,10241,7050,809,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,100.0,36.2,92.7,0.0,0.0,0.0,36.2,92.7,63.8,7.3,100.0,36.2,92.7,0.0,0.0,0.0,36.2,92.7,63.8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,20,2,0,0,0,20,2,22,20,2,0,0,0,20,2,0,0,0,0,0,0,0,0,7.2,92.7,14.5,92.7,7.2,92.7,14.5,92.7,7.2,92.7,14.5,92.7,7.2,92.7,14.5,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1 troy ounce x $2,300",088LM1,FREX,88
GOLD - COMMODITY EXCHANGE INC.,260707,2026-07-07,088691,CMX ,1,88,371776,233713,39467,32863,59564,281846,326140,354176,45636,17600,371776,233713,39467,32863,59564,281846,326140,354176,45636,17600,0,0,0,0,0,0,0,0,0,0,    2235,    4094,    3867,    1094,     446,    1658,    5634,    6619,   -3399,   -4384,100.0,62.9,10.6,8.8,16.0,75.8,87.7,95.3,12.3,4.7,100.0,62.9,10.6,8.8,16.0,75.8,87.7,95.3,12.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,157,56,73,46,44,230,149,279,157,56,73,46,44,230,149,0,0,0,0,0,0,0,0,21.9,37.0,31.0,56.2,20.5,36.1,28.2,53.5,21.9,37.0,31.0,56.2,20.5,36.1,28.2,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260630,2026-06-30,088691,CMX ,1,88,369541,229619,35600,31769,59118,280188,320506,347557,49035,21984,369541,229619,35600,31769,59118,280188,320506,347557,49035,21984,0,0,0,0,0,0,0,0,0,0,   17374,   12591,     -89,     474,   -5461,   10205,    7604,   10590,    9770,    6784,100.0,62.1,9.6,8.6,16.0,75.8,86.7,94.1,13.3,5.9,100.0,62.1,9.6,8.6,16.0,75.8,86.7,94.1,13.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,146,52,65,48,45,224,136,267,146,52,65,48,45,224,136,0,0,0,0,0,0,0,0,21.9,36.7,30.5,55.6,21.0,35.5,28.4,52.8,21.9,36.7,30.5,55.6,21.0,35.5,28.4,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260623,2026-06-23,088691,CMX ,1,88,352167,217028,35689,31295,64579,269983,312902,336967,39265,15200,352167,217028,35689,31295,64579,269983,312902,336967,39265,15200,0,0,0,0,0,0,0,0,0,0,   12837,    5901,    4782,    5278,    6359,    4200,   17538,   14260,   -4701,   -1423,100.0,61.6,10.1,8.9,18.3,76.7,88.9,95.7,11.1,4.3,100.0,61.6,10.1,8.9,18.3,76.7,88.9,95.7,11.1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,152,61,69,45,46,227,151,282,152,61,69,45,46,227,151,0,0,0,0,0,0,0,0,21.0,36.4,29.8,53.8,20.2,35.5,28.4,51.1,21.0,36.4,29.8,53.8,20.2,35.5,28.4,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260616,2026-06-16,088691,CMX ,1,88,339330,211127,30907,26017,58220,265783,295364,322707,43966,16623,339330,211127,30907,26017,58220,265783,295364,322707,43966,16623,0,0,0,0,0,0,0,0,0,0,    6621,    3143,   -3240,    3169,    -766,    5761,    5546,    5690,    1075,     931,100.0,62.2,9.1,7.7,17.2,78.3,87.0,95.1,13.0,4.9,100.0,62.2,9.1,7.7,17.2,78.3,87.0,95.1,13.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,165,52,63,45,43,232,140,285,165,52,63,45,43,232,140,0,0,0,0,0,0,0,0,20.0,37.7,29.0,55.0,19.6,37.2,27.6,53.2,20.0,37.7,29.0,55.0,19.6,37.2,27.6,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260609,2026-06-09,088691,CMX ,1,88,332709,207984,34147,22848,58986,260022,289818,317017,42891,15692,332709,207984,34147,22848,58986,260022,289818,317017,42891,15692,0,0,0,0,0,0,0,0,0,0,    6657,    1888,    4071,     399,    5135,    -174,    7422,    4296,    -765,    2361,100.0,62.5,10.3,6.9,17.7,78.2,87.1,95.3,12.9,4.7,100.0,62.5,10.3,6.9,17.7,78.2,87.1,95.3,12.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,150,52,67,47,43,224,140,271,150,52,67,47,43,224,140,0,0,0,0,0,0,0,0,20.4,38.5,30.1,55.2,19.6,37.9,28.4,52.1,20.4,38.5,30.1,55.2,19.6,37.9,28.4,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260602,2026-06-02,088691,CMX ,1,88,326052,206096,30076,22449,53851,260196,282396,312721,43656,13331,326052,206096,30076,22449,53851,260196,282396,312721,43656,13331,0,0,0,0,0,0,0,0,0,0,  -27437,    5392,  -16368,   -8546,  -20790,    -211,  -23944,  -25125,   -3493,   -2312,100.0,63.2,9.2,6.9,16.5,79.8,86.6,95.9,13.4,4.1,100.0,63.2,9.2,6.9,16.5,79.8,86.6,95.9,13.4,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,153,42,59,44,46,223,123,258,153,42,59,44,46,223,123,0,0,0,0,0,0,0,0,20.5,39.4,30.6,56.1,20.0,38.9,29.0,53.6,20.5,39.4,30.6,56.1,20.0,38.9,29.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260526,2026-05-26,088691,CMX ,1,88,353489,200704,46444,30995,74641,260407,306340,337846,47149,15643,353489,200704,46444,30995,74641,260407,306340,337846,47149,15643,0,0,0,0,0,0,0,0,0,0,  -25836,  -10314,   -4741,  -20710,    5121,    -742,  -25903,  -26193,      67,     357,100.0,56.8,13.1,8.8,21.1,73.7,86.7,95.6,13.3,4.4,100.0,56.8,13.1,8.8,21.1,73.7,86.7,95.6,13.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,158,34,65,44,47,222,129,253,158,34,65,44,47,222,129,0,0,0,0,0,0,0,0,18.9,36.1,28.9,50.6,18.3,34.9,26.6,45.8,18.9,36.1,28.9,50.6,18.3,34.9,26.6,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260519,2026-05-19,088691,CMX ,1,88,379325,211018,51185,51705,69520,261149,332243,364039,47082,15286,379325,211018,51185,51705,69520,261149,332243,364039,47082,15286,0,0,0,0,0,0,0,0,0,0,    2829,   -8775,    3014,    2678,   11795,   -6834,    5698,   -1142,   -2869,    3971,100.0,55.6,13.5,13.6,18.3,68.8,87.6,96.0,12.4,4.0,100.0,55.6,13.5,13.6,18.3,68.8,87.6,96.0,12.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,169,46,77,47,46,239,148,282,169,46,77,47,46,239,148,0,0,0,0,0,0,0,0,20.4,35.0,30.7,49.3,16.8,32.7,25.0,43.6,20.4,35.0,30.7,49.3,16.8,32.7,25.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260512,2026-05-12,088691,CMX ,1,88,376496,219793,48171,49027,57725,267983,326545,365181,49951,11315,376496,219793,48171,49027,57725,267983,326545,365181,49951,11315,0,0,0,0,0,0,0,0,0,0,    8564,    7979,    -340,     391,    -505,   10818,    7865,   10869,     699,   -2305,100.0,58.4,12.8,13.0,15.3,71.2,86.7,97.0,13.3,3.0,100.0,58.4,12.8,13.0,15.3,71.2,86.7,97.0,13.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,174,42,72,46,43,241,136,278,174,42,72,46,43,241,136,0,0,0,0,0,0,0,0,21.3,36.0,31.0,52.5,17.1,34.5,25.0,46.5,21.3,36.0,31.0,52.5,17.1,34.5,25.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260505,2026-05-05,088691,CMX ,1,88,367932,211814,48511,48636,58230,257165,318680,354312,49252,13620,367932,211814,48511,48636,58230,257165,318680,354312,49252,13620,0,0,0,0,0,0,0,0,0,0,   -1598,      -4,   -3736,     757,   -2323,    1799,   -1570,   -1180,     -28,    -418,100.0,57.6,13.2,13.2,15.8,69.9,86.6,96.3,13.4,3.7,100.0,57.6,13.2,13.2,15.8,69.9,86.6,96.3,13.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,168,46,73,46,44,239,139,276,168,46,73,46,44,239,139,0,0,0,0,0,0,0,0,21.6,36.1,32.1,51.7,18.1,33.9,26.3,46.1,21.6,36.1,32.1,51.7,18.1,33.9,26.3,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260428,2026-04-28,088691,CMX ,1,88,369530,211818,52247,47879,60553,255366,320250,355492,49280,14038,369530,211818,52247,47879,60553,255366,320250,355492,49280,14038,0,0,0,0,0,0,0,0,0,0,    3688,   -1075,    3360,    3414,    4292,   -3835,    6631,    2939,   -2943,     749,100.0,57.3,14.1,13.0,16.4,69.1,86.7,96.2,13.3,3.8,100.0,57.3,14.1,13.0,16.4,69.1,86.7,96.2,13.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,167,43,73,47,44,240,136,277,167,43,73,47,44,240,136,0,0,0,0,0,0,0,0,21.3,35.7,31.3,51.1,17.6,33.4,25.6,45.1,21.3,35.7,31.3,51.1,17.6,33.4,25.6,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260421,2026-04-21,088691,CMX ,1,88,365842,212893,48887,44465,56261,259201,313619,352553,52223,13289,365842,212893,48887,44465,56261,259201,313619,352553,52223,13289,0,0,0,0,0,0,0,0,0,0,    3568,    2884,    1404,    -475,     504,    2362,    2913,    3291,     655,     277,100.0,58.2,13.4,12.2,15.4,70.9,85.7,96.4,14.3,3.6,100.0,58.2,13.4,12.2,15.4,70.9,85.7,96.4,14.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,178,39,65,46,47,246,130,282,178,39,65,46,47,246,130,0,0,0,0,0,0,0,0,21.4,36.3,31.1,52.2,17.7,34.1,25.3,46.0,21.4,36.3,31.1,52.2,17.7,34.1,25.3,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260414,2026-04-14,088691,CMX ,1,88,362274,210009,47483,44940,55757,256839,310706,349262,51568,13012,362274,210009,47483,44940,55757,256839,310706,349262,51568,13012,0,0,0,0,0,0,0,0,0,0,    7397,    4641,   -1580,    2277,   -1972,    5359,    4946,    6056,    2451,    1341,100.0,58.0,13.1,12.4,15.4,70.9,85.8,96.4,14.2,3.6,100.0,58.0,13.1,12.4,15.4,70.9,85.8,96.4,14.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,179,34,52,46,45,244,114,277,179,34,52,46,45,244,114,0,0,0,0,0,0,0,0,21.4,36.6,31.2,52.7,17.6,34.6,25.3,46.6,21.4,36.6,31.2,52.7,17.6,34.6,25.3,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,260407,2026-04-07,088691,CMX ,1,88,354877,205368,49063,42663,57729,251480,305760,343206,49117,11671,354877,205368,49063,42663,57729,251480,305760,343206,49117,11671,0,0,0,0,0,0,0,0,0,0,   -6532,   -2234,    4663,   -1830,    -968,   -8857,   -5032,   -6024,   -1500,    -508,100.0,57.9,13.8,12.0,16.3,70.9,86.2,96.7,13.8,3.3,100.0,57.9,13.8,12.0,16.3,70.9,86.2,96.7,13.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,168,37,59,47,43,233,121,266,168,37,59,47,43,233,121,0,0,0,0,0,0,0,0,21.7,36.9,32.2,52.7,18.0,34.4,26.5,46.6,21.7,36.9,32.2,52.7,18.0,34.4,26.5,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
